selected_bssid_compact,id,building_id,floor1_id,floor2_id,space_id,lat,lon,timestamp_epoch,phone,gps_lat,gps_lon,gps_accuracy,ori_x,ori_y,ori_z,distance_to_known_ap_m,rss_dbm
b28ba99b8d2a,940,1,5,5,,36.3129076,59.5263284,1765444743537,Redmi/24117RN76G,36.3128794,59.5263054,3.4,145.761,-83.1422,32.3837,11.719247506133833,-58
b28ba99b8d2a,941,1,5,5,,36.3129076,59.5263284,1765444749616,Redmi/24117RN76G,36.3128586,59.5262866,3.4,173.739,-81.389,22.0619,11.719247506133833,-50
b28ba99b8d2a,942,1,5,5,,36.3129076,59.5263284,1765444750631,Redmi/24117RN76G,36.3128586,59.5262866,3.4,156.861,-82.2521,-0.460306,11.719247506133833,-50
b28ba99b8d2a,943,1,5,5,,36.3129076,59.5263284,1765444756692,Redmi/24117RN76G,36.3129471,59.5262724,3.133,201.506,-81.6995,-16.2187,11.719247506133833,-59
b28ba99b8d2a,944,1,5,5,,36.3129076,59.5263284,1765444757705,Redmi/24117RN76G,36.3129471,59.5262724,3.133,241.55,-84.6393,9.34805,11.719247506133833,-59
b28ba99b8d2a,945,1,5,5,,36.3129076,59.5263284,1765444763771,Redmi/24117RN76G,36.3129565,59.526278,2.966,340.839,-79.3604,11.2504,11.719247506133833,-62
b28ba99b8d2a,946,1,5,5,,36.3129076,59.5263284,1765444764794,Redmi/24117RN76G,36.3129664,59.5263038,3.033,331.214,-79.8388,0.640111,11.719247506133833,-62
b28ba99b8d2a,2458,1,5,5,,36.3129206,59.5263236,1766045678250,HONOR/ALI-NX1,36.3129226,59.5263399,13.003,160.216,-60.646,-5.23788,13.226519505678016,-47
b28ba99b8d2a,2459,1,5,5,,36.3129206,59.5263236,1766045679260,HONOR/ALI-NX1,36.3129226,59.5263399,13.003,135.415,-84.8278,7.59918,13.226519505678016,-53
b28ba99b8d2a,2460,1,5,5,,36.3129206,59.5263236,1766045688375,HONOR/ALI-NX1,36.3129172,59.5263178,14.641,332.13,-83.6386,13.5277,13.226519505678016,-58
b28ba99b8d2a,2461,1,5,5,,36.3129206,59.5263236,1766045696470,HONOR/ALI-NX1,36.3129069,59.5263579,15.818,15.937,-87.1435,-46.2033,13.226519505678016,-58
b28ba99b8d2a,2462,1,5,5,,36.3129206,59.5263236,1766045704583,HONOR/ALI-NX1,36.3129737,59.5263053,15.806,160.741,-37.7447,-2.65518,13.226519505678016,-46
b28ba99b8d2a,947,1,5,5,,36.3129243,59.5263215,1765444776964,Redmi/24117RN76G,36.3129417,59.526315,3.35,356.951,-77.0396,8.83552,13.672468875172077,-61
b28ba99b8d2a,948,1,5,5,,36.3129243,59.5263215,1765444780000,Redmi/24117RN76G,36.3129838,59.5263662,3.15,0.961995,-79.977,2.90207,13.672468875172077,-56
b28ba99b8d2a,949,1,5,5,,36.3129243,59.5263215,1765444781013,Redmi/24117RN76G,36.3129838,59.5263662,3.15,15.022,-80.3047,3.11047,13.672468875172077,-56
b28ba99b8d2a,950,1,5,5,,36.3129243,59.5263215,1765444785067,Redmi/24117RN76G,36.3130013,59.5263571,3.1,87.5851,-83.6231,4.04529,13.672468875172077,-59
b28ba99b8d2a,951,1,5,5,,36.3129243,59.5263215,1765444786077,Redmi/24117RN76G,36.3130013,59.5263571,3.1,79.9222,-83.1135,-4.98856,13.672468875172077,-59
b28ba99b8d2a,952,1,5,5,,36.3129243,59.5263215,1765444792150,Redmi/24117RN76G,36.3130017,59.5263567,3.166,150.731,-81.0305,4.85961,13.672468875172077,-51
b28ba99b8d2a,953,1,5,5,,36.3129243,59.5263215,1765444793182,Redmi/24117RN76G,36.3130017,59.5263567,3.166,153.465,-81.398,6.41392,13.672468875172077,-51
b28ba99b8d2a,954,1,5,5,,36.3129243,59.5263215,1765444799276,Redmi/24117RN76G,36.3129131,59.5263141,3.266,160.268,-79.7844,-11.5821,13.672468875172077,-57
b28ba99b8d2a,955,1,5,5,,36.3129243,59.5263215,1765444800287,Redmi/24117RN76G,36.3129131,59.5263141,3.266,196.028,-81.4066,-12.1172,13.672468875172077,-57
b28ba99b8d2a,956,1,5,5,,36.3129243,59.5263215,1765444806369,Redmi/24117RN76G,36.3128972,59.526291,3.266,301.117,-81.7891,13.611,13.672468875172077,-61
b28ba99b8d2a,957,1,5,5,,36.3129243,59.5263215,1765444807383,Redmi/24117RN76G,36.3128972,59.526291,3.266,326.309,-80.7864,14.4397,13.672468875172077,-61
b28ba99b8d2a,958,1,5,5,,36.3129243,59.5263215,1765444813455,Redmi/24117RN76G,36.3128951,59.526298,3.366,33.7821,-66.8991,-0.402976,13.672468875172077,-56
b28ba99b8d2a,959,1,5,5,,36.3129243,59.5263215,1765444814466,Redmi/24117RN76G,36.3128869,59.5263079,3.233,346.302,-78.281,-7.35656,13.672468875172077,-56
b28ba99b8d2a,960,1,5,5,,36.3129243,59.5263215,1765444820555,Redmi/24117RN76G,36.3128867,59.5263083,3.066,327.63,-69.6551,27.8079,13.672468875172077,-56
b28ba99b8d2a,961,1,5,5,,36.3129243,59.5263215,1765444821567,Redmi/24117RN76G,36.3128867,59.5263083,3.066,326.818,-65.6727,43.907,13.672468875172077,-56
b28ba99b8d2a,2453,1,5,5,,36.3129343,59.5263181,1766045644858,HONOR/ALI-NX1,36.3129692,59.5263321,9.747,158.164,-53.5892,-3.21323,14.825382077542713,-57
b28ba99b8d2a,2454,1,5,5,,36.3129343,59.5263181,1766045652952,HONOR/ALI-NX1,36.3129574,59.5263299,8.255,209.651,-79.1441,95.3504,14.825382077542713,-52
b28ba99b8d2a,2455,1,5,5,,36.3129343,59.5263181,1766045656999,HONOR/ALI-NX1,36.3129404,59.5263428,8.459,301.817,-84.4916,-161.878,14.825382077542713,-54
b28ba99b8d2a,2456,1,5,5,,36.3129343,59.5263181,1766045663061,HONOR/ALI-NX1,36.3129368,59.5263409,7.72,344.367,-82.0641,-18.8744,14.825382077542713,-61
b28ba99b8d2a,2457,1,5,5,,36.3129343,59.5263181,1766045671161,HONOR/ALI-NX1,36.3129405,59.526378,9.935,130.472,-85.5087,-82.0203,14.825382077542713,-47
b28ba99b8d2a,962,1,5,5,,36.3129409,59.5263147,1765444841888,Redmi/24117RN76G,36.3128742,59.5262001,3.817,6.70759,-78.8342,15.88,15.613572548687307,-64
b28ba99b8d2a,963,1,5,5,,36.3129409,59.5263147,1765444843905,Redmi/24117RN76G,36.3128742,59.5262001,3.817,51.5478,-81.2785,9.57922,15.613572548687307,-62
b28ba99b8d2a,964,1,5,5,,36.3129409,59.5263147,1765444844917,Redmi/24117RN76G,36.3128755,59.5262117,4.199,35.4485,-81.9829,-2.74072,15.613572548687307,-62
b28ba99b8d2a,965,1,5,5,,36.3129409,59.5263147,1765444848951,Redmi/24117RN76G,36.3128755,59.5262117,4.199,78.8834,-82.0198,-25.7063,15.613572548687307,-58
b28ba99b8d2a,966,1,5,5,,36.3129409,59.5263147,1765444849961,Redmi/24117RN76G,36.3128727,59.5262336,4.469,133.092,-81.6685,7.67298,15.613572548687307,-58
b28ba99b8d2a,967,1,5,5,,36.3129409,59.5263147,1765444856049,Redmi/24117RN76G,36.3129171,59.5263268,4.208,155.482,-79.8702,4.36101,15.613572548687307,-57
b28ba99b8d2a,968,1,5,5,,36.3129409,59.5263147,1765444857060,Redmi/24117RN76G,36.3129171,59.5263268,4.208,159.56,-80.6344,9.22133,15.613572548687307,-57
b28ba99b8d2a,969,1,5,5,,36.3129409,59.5263147,1765444863139,Redmi/24117RN76G,36.3129199,59.526333,2.9,167.552,-81.1807,-7.028,15.613572548687307,-54
b28ba99b8d2a,970,1,5,5,,36.3129409,59.5263147,1765444864144,Redmi/24117RN76G,36.3129199,59.526333,2.9,173.832,-80.3267,-4.59641,15.613572548687307,-54
b28ba99b8d2a,971,1,5,5,,36.3129409,59.5263147,1765444870196,Redmi/24117RN76G,36.31292,59.5263333,2.766,248.053,-86.9697,1.49244,15.613572548687307,-65
b28ba99b8d2a,972,1,5,5,,36.3129409,59.5263147,1765444871206,Redmi/24117RN76G,36.31292,59.5263333,2.766,315.775,-83.5351,17.9389,15.613572548687307,-65
b28ba99b8d2a,973,1,5,5,,36.3129409,59.5263147,1765444877291,Redmi/24117RN76G,36.31292,59.5263333,2.8,339.809,-87.6776,-25.25,15.613572548687307,-63
b28ba99b8d2a,974,1,5,5,,36.3129409,59.5263147,1765444878301,Redmi/24117RN76G,36.31292,59.5263333,2.8,357.149,-81.2464,5.20081,15.613572548687307,-63
b28ba99b8d2a,2448,1,5,5,,36.3129479,59.5263126,1766045609437,HONOR/ALI-NX1,36.3129609,59.5263169,10.12,129.514,-64.3969,5.67095,16.413957134684992,-50
b28ba99b8d2a,2449,1,5,5,,36.3129479,59.5263126,1766045611457,HONOR/ALI-NX1,36.3129271,59.5263079,10.318,238.059,-87.7633,134.671,16.413957134684992,-52
b28ba99b8d2a,2450,1,5,5,,36.3129479,59.5263126,1766045619561,HONOR/ALI-NX1,36.3129055,59.5262944,16.122,136.76,-88.9465,-120.801,16.413957134684992,-58
b28ba99b8d2a,2451,1,5,5,,36.3129479,59.5263126,1766045627641,HONOR/ALI-NX1,36.3130609,59.5263298,15.914,198.605,-37.2068,-2.81964,16.413957134684992,-63
b28ba99b8d2a,2452,1,5,5,,36.3129479,59.5263126,1766045635737,HONOR/ALI-NX1,36.3130037,59.5263041,13.973,149.04,-42.0705,-5.92656,16.413957134684992,-55
b28ba99b8d2a,975,1,5,5,,36.3129576,59.5263078,1765444892438,Redmi/24117RN76G,36.31292,59.5263333,2.866,9.28034,-78.6959,15.0143,17.568407361765413,-56
b28ba99b8d2a,976,1,5,5,,36.3129576,59.5263078,1765444898499,Redmi/24117RN76G,36.3129942,59.526327,2.833,68.1157,-82.38,1.04743,17.568407361765413,-57
b28ba99b8d2a,977,1,5,5,,36.3129576,59.5263078,1765444899504,Redmi/24117RN76G,36.3129918,59.5263251,2.933,74.7514,-85.4528,12.3115,17.568407361765413,-57
b28ba99b8d2a,978,1,5,5,,36.3129576,59.5263078,1765444907568,Redmi/24117RN76G,36.3129917,59.526325,2.933,166.363,-82.3463,20.5501,17.568407361765413,-62
b28ba99b8d2a,979,1,5,5,,36.3129576,59.5263078,1765444908576,Redmi/24117RN76G,36.3129917,59.526325,2.933,164.752,-80.3471,20.2213,17.568407361765413,-62
b28ba99b8d2a,980,1,5,5,,36.3129576,59.5263078,1765444912630,Redmi/24117RN76G,36.3129917,59.526325,2.85,166.016,-78.4386,6.18976,17.568407361765413,-53
b28ba99b8d2a,981,1,5,5,,36.3129576,59.5263078,1765444913643,Redmi/24117RN76G,36.3129917,59.526325,2.85,158.054,-78.1864,-3.10023,17.568407361765413,-53
b28ba99b8d2a,982,1,5,5,,36.3129576,59.5263078,1765444919719,Redmi/24117RN76G,36.3129143,59.5263266,3.033,200.515,-82.5646,-5.70473,17.568407361765413,-58
b28ba99b8d2a,983,1,5,5,,36.3129576,59.5263078,1765444920737,Redmi/24117RN76G,36.3129143,59.5263266,3.033,231.57,-82.1507,-7.84701,17.568407361765413,-58
b28ba99b8d2a,984,1,5,5,,36.3129576,59.5263078,1765444926787,Redmi/24117RN76G,36.3129117,59.5263267,3.066,318.8,-83.147,-0.392912,17.568407361765413,-64
b28ba99b8d2a,985,1,5,5,,36.3129576,59.5263078,1765444927801,Redmi/24117RN76G,36.3129117,59.5263267,3.066,337.648,-80.7516,11.277,17.568407361765413,-64
b28ba99b8d2a,986,1,5,5,,36.3129576,59.5263078,1765444933874,Redmi/24117RN76G,36.3129117,59.5263267,3.033,4.4841,-76.886,6.07066,17.568407361765413,-58
b28ba99b8d2a,2443,1,5,5,,36.3129616,59.526307,1766045569932,HONOR/ALI-NX1,36.3129501,59.5262976,14.533,167.275,-41.6217,-1.61758,18.015995438269595,-60
b28ba99b8d2a,2444,1,5,5,,36.3129616,59.526307,1766045571958,HONOR/ALI-NX1,36.3128915,59.526281,12.625,149.011,-84.0746,-10.6387,18.015995438269595,-57
b28ba99b8d2a,2445,1,5,5,,36.3129616,59.526307,1766045580063,HONOR/ALI-NX1,36.3129655,59.5263066,12.253,351.329,-85.5693,-29.3792,18.015995438269595,-65
b28ba99b8d2a,2446,1,5,5,,36.3129616,59.526307,1766045589172,HONOR/ALI-NX1,36.3129271,59.5263065,13.361,159.619,-85.1424,-36.8347,18.015995438269595,-65
b28ba99b8d2a,2447,1,5,5,,36.3129616,59.526307,1766045597277,HONOR/ALI-NX1,36.3130807,59.5262723,12.013,171.627,-46.3476,0.122607,18.015995438269595,-51
b28ba99b8d2a,987,1,5,5,,36.3129743,59.5263009,1765444950147,Redmi/24117RN76G,36.3129754,59.5263029,7.403,347.149,-81.145,4.76455,19.523709613875806,-63
b28ba99b8d2a,988,1,5,5,,36.3129743,59.5263009,1765444955194,Redmi/24117RN76G,36.3129766,59.5263179,14.551,104.975,-83.9236,22.0038,19.523709613875806,-60
b28ba99b8d2a,989,1,5,5,,36.3129743,59.5263009,1765444956255,Redmi/24117RN76G,36.3129766,59.5263179,14.551,90.6016,-84.4187,-0.357976,19.523709613875806,-60
b28ba99b8d2a,990,1,5,5,,36.3129743,59.5263009,1765444962346,Redmi/24117RN76G,36.3129596,59.5263288,7.54,156.804,-78.1949,13.1917,19.523709613875806,-57
b28ba99b8d2a,991,1,5,5,,36.3129743,59.5263009,1765444963354,Redmi/24117RN76G,36.3129596,59.5263288,7.54,150.59,-77.7987,8.73665,19.523709613875806,-57
b28ba99b8d2a,992,1,5,5,,36.3129743,59.5263009,1765444971435,Redmi/24117RN76G,36.3129671,59.5263168,5.565,174.195,-83.0231,-1.98145,19.523709613875806,-61
b28ba99b8d2a,993,1,5,5,,36.3129743,59.5263009,1765444972460,Redmi/24117RN76G,36.3129671,59.5263168,5.565,177.947,-83.1634,-0.059723,19.523709613875806,-61
b28ba99b8d2a,994,1,5,5,,36.3129743,59.5263009,1765444976510,Redmi/24117RN76G,36.3129844,59.5262792,4.663,236.4,-83.9171,13.2,19.523709613875806,-62
b28ba99b8d2a,995,1,5,5,,36.3129743,59.5263009,1765444977526,Redmi/24117RN76G,36.3129844,59.5262792,4.663,253.195,-83.9658,-8.70296,19.523709613875806,-62
b28ba99b8d2a,996,1,5,5,,36.3129743,59.5263009,1765444983594,Redmi/24117RN76G,36.3129704,59.5262656,3.966,7.83503,-66.0053,-18.9662,19.523709613875806,-62
b28ba99b8d2a,997,1,5,5,,36.3129743,59.5263009,1765444984613,Redmi/24117RN76G,36.3129749,59.5262602,4.366,13.2488,-81.0307,6.483,19.523709613875806,-62
b28ba99b8d2a,2438,1,5,5,,36.3129752,59.5263015,1766045535476,HONOR/ALI-NX1,36.3129549,59.5263885,16.809,166.847,-53.123,3.39917,19.605193508367183,-58
b28ba99b8d2a,2439,1,5,5,,36.3129752,59.5263015,1766045542574,HONOR/ALI-NX1,36.3131385,59.5263499,10.371,305.275,-87.3112,-86.1071,19.605193508367183,-65
b28ba99b8d2a,2440,1,5,5,,36.3129752,59.5263015,1766045546611,HONOR/ALI-NX1,36.3130233,59.5263111,13.456,319.453,-84.9713,11.0356,19.605193508367183,-60
b28ba99b8d2a,2441,1,5,5,,36.3129752,59.5263015,1766045555728,HONOR/ALI-NX1,36.3129837,59.5263053,14.216,179.003,-37.2122,-1.7843,19.605193508367183,-55
b28ba99b8d2a,2442,1,5,5,,36.3129752,59.5263015,1766045563854,HONOR/ALI-NX1,36.312943,59.5263464,13.751,154.785,-44.9309,0.314723,19.605193508367183,-60
b28ba99b8d2a,2433,1,5,5,,36.3129888,59.526296,1766045493952,HONOR/ALI-NX1,36.3130251,59.5262306,13.045,158.963,-50.781,-1.95019,21.194589992472505,-52
b28ba99b8d2a,2434,1,5,5,,36.3129888,59.526296,1766045503046,HONOR/ALI-NX1,36.3130058,59.5263807,10.28,287.813,-87.4059,-110.782,21.194589992472505,-59
b28ba99b8d2a,2435,1,5,5,,36.3129888,59.526296,1766045511139,HONOR/ALI-NX1,36.3130189,59.5262878,11.513,136.019,-85.9571,-101.006,21.194589992472505,-68
b28ba99b8d2a,2436,1,5,5,,36.3129888,59.526296,1766045519234,HONOR/ALI-NX1,36.3130348,59.5263038,11.513,163.46,-48.1768,-1.99586,21.194589992472505,-63
b28ba99b8d2a,2437,1,5,5,,36.3129888,59.526296,1766045527352,HONOR/ALI-NX1,36.3129924,59.5263659,10.965,163.86,-48.3658,1.03148,21.194589992472505,-63
b28ba99b8d2a,998,1,5,5,,36.3129909,59.5262941,1765444991727,Redmi/24117RN76G,36.3129425,59.5262982,5.033,346.058,-82.2773,-2.2886,21.466169096615694,-65
b28ba99b8d2a,999,1,5,5,,36.3129909,59.5262941,1765444997818,Redmi/24117RN76G,36.3129645,59.5263016,4.8,338.861,-82.4853,-6.51689,21.466169096615694,-61
b28ba99b8d2a,1000,1,5,5,,36.3129909,59.5262941,1765444998828,Redmi/24117RN76G,36.3129645,59.5263016,4.8,1.82158,-82.9558,12.4937,21.466169096615694,-61
b28ba99b8d2a,1001,1,5,5,,36.3129909,59.5262941,1765445004911,Redmi/24117RN76G,36.3129181,59.5262794,3.633,127.14,-86.386,33.8231,21.466169096615694,-66
b28ba99b8d2a,1002,1,5,5,,36.3129909,59.5262941,1765445005920,Redmi/24117RN76G,36.3129181,59.5262794,3.633,126.04,-85.2625,34.1892,21.466169096615694,-66
b28ba99b8d2a,1003,1,5,5,,36.3129909,59.5262941,1765445011982,Redmi/24117RN76G,36.3129457,59.526272,3.433,150.146,-80.1068,5.43536,21.466169096615694,-59
b28ba99b8d2a,1004,1,5,5,,36.3129909,59.5262941,1765445012993,Redmi/24117RN76G,36.3129457,59.526272,3.433,165.442,-80.0248,12.4073,21.466169096615694,-59
b28ba99b8d2a,1005,1,5,5,,36.3129909,59.5262941,1765445019067,Redmi/24117RN76G,36.3129676,59.5262717,3.3,162.416,-80.8102,9.51146,21.466169096615694,-62
b28ba99b8d2a,1006,1,5,5,,36.3129909,59.5262941,1765445020078,Redmi/24117RN76G,36.3129683,59.5262717,3.266,144.706,-81.5825,-11.9264,21.466169096615694,-62
b28ba99b8d2a,1007,1,5,5,,36.3129909,59.5262941,1765445026141,Redmi/24117RN76G,36.3129683,59.5262717,3.133,200.506,-84.1622,-7.83952,21.466169096615694,-62
b28ba99b8d2a,1008,1,5,5,,36.3129909,59.5262941,1765445027151,Redmi/24117RN76G,36.3129683,59.5262717,3.133,261.316,-85.7979,16.4827,21.466169096615694,-62
b28ba99b8d2a,1009,1,5,5,,36.3129909,59.5262941,1765445033221,Redmi/24117RN76G,36.3129683,59.5262717,3.0,348.027,-81.0051,1.36514,21.466169096615694,-72
b28ba99b8d2a,1010,1,5,5,,36.3129909,59.5262941,1765445034254,Redmi/24117RN76G,36.3129683,59.5262717,3.0,20.4822,-76.6763,11.1699,21.466169096615694,-65
b28ba99b8d2a,1011,1,5,5,,36.3129909,59.5262941,1765445035304,Redmi/24117RN76G,36.3129683,59.5262717,3.1,14.397,-55.8314,-3.74916,21.466169096615694,-65
b28ba99b8d2a,2428,1,5,5,,36.3130025,59.5262904,1766045432277,HONOR/ALI-NX1,36.3129918,59.5263091,12.088,167.868,-55.2798,-1.12163,22.79731427204301,-56
b28ba99b8d2a,2429,1,5,5,,36.3130025,59.5262904,1766045439349,HONOR/ALI-NX1,36.3129653,59.526333,13.598,152.465,-84.0517,20.1327,22.79731427204301,-61
b28ba99b8d2a,2430,1,5,5,,36.3130025,59.5262904,1766045448430,HONOR/ALI-NX1,36.3130246,59.5263099,15.555,325.83,-81.2061,3.86699,22.79731427204301,-63
b28ba99b8d2a,2431,1,5,5,,36.3130025,59.5262904,1766045456527,HONOR/ALI-NX1,36.313009,59.5263268,15.635,151.973,-48.2484,-7.41289,22.79731427204301,-58
b28ba99b8d2a,2432,1,5,5,,36.3130025,59.5262904,1766045464609,HONOR/ALI-NX1,36.3130221,59.5263068,16.532,151.482,-43.7618,-10.6108,22.79731427204301,-60
b28ba99b8d2a,1012,1,5,5,,36.3130076,59.5262872,1765445043405,Redmi/24117RN76G,36.3129683,59.5262717,3.3,18.9913,-83.2735,19.0494,23.422048566435738,-67
b28ba99b8d2a,1013,1,5,5,,36.3130076,59.5262872,1765445048461,Redmi/24117RN76G,36.3129942,59.5263388,3.3,12.1374,-84.7879,-13.1365,23.422048566435738,-62
b28ba99b8d2a,1014,1,5,5,,36.3130076,59.5262872,1765445049473,Redmi/24117RN76G,36.3129901,59.5263432,3.366,101.666,-83.8731,6.44565,23.422048566435738,-62
b28ba99b8d2a,1015,1,5,5,,36.3130076,59.5262872,1765445055554,Redmi/24117RN76G,36.3129851,59.5263497,3.633,169.627,-82.051,12.5017,23.422048566435738,-60
b28ba99b8d2a,1016,1,5,5,,36.3130076,59.5262872,1765445056569,Redmi/24117RN76G,36.3129851,59.5263497,3.633,160.453,-81.5511,0.492665,23.422048566435738,-60
b28ba99b8d2a,1017,1,5,5,,36.3130076,59.5262872,1765445062649,Redmi/24117RN76G,36.3130045,59.5263085,3.866,286.495,-84.0574,17.4804,23.422048566435738,-75
b28ba99b8d2a,1018,1,5,5,,36.3130076,59.5262872,1765445063666,Redmi/24117RN76G,36.3130045,59.5263085,3.866,275.35,-83.4797,-2.43926,23.422048566435738,-75
b28ba99b8d2a,1019,1,5,5,,36.3130076,59.5262872,1765445069741,Redmi/24117RN76G,36.3130356,59.5262835,3.666,334.48,-80.948,3.10222,23.422048566435738,-71
b28ba99b8d2a,1020,1,5,5,,36.3130076,59.5262872,1765445070752,Redmi/24117RN76G,36.3130356,59.5262835,3.666,336.433,-81.1663,3.3102,23.422048566435738,-71
b28ba99b8d2a,2423,1,5,5,,36.3130161,59.5262849,1766045401964,HONOR/ALI-NX1,36.313002,59.5263405,15.125,154.908,-63.7246,-2.82561,24.387005857873813,-63
b28ba99b8d2a,2424,1,5,5,,36.3130161,59.5262849,1766045403978,HONOR/ALI-NX1,36.313002,59.5263405,15.125,157.235,-83.8505,-6.53467,24.387005857873813,-56
b28ba99b8d2a,2425,1,5,5,,36.3130161,59.5262849,1766045413073,HONOR/ALI-NX1,36.3129698,59.5263679,11.021,293.947,-87.9305,8.4476,24.387005857873813,-54
b28ba99b8d2a,2426,1,5,5,,36.3130161,59.5262849,1766045417114,HONOR/ALI-NX1,36.3128139,59.5263792,12.408,343.263,-83.6186,-7.82846,24.387005857873813,-64
b28ba99b8d2a,2427,1,5,5,,36.3130161,59.5262849,1766045423175,HONOR/ALI-NX1,36.3128414,59.5264209,15.401,166.964,-43.888,-2.37497,24.387005857873813,-69
b28ba99b8d2a,1021,1,5,5,,36.3130243,59.5262803,1765445078846,Redmi/24117RN76G,36.3130893,59.526277,9.006,341.298,-83.6889,-2.61871,25.378126631220855,-67
b28ba99b8d2a,1022,1,5,5,,36.3130243,59.5262803,1765445083917,Redmi/24117RN76G,36.3130762,59.5263151,14.26,35.8467,-83.5963,0.113855,25.378126631220855,-66
b28ba99b8d2a,1023,1,5,5,,36.3130243,59.5262803,1765445084926,Redmi/24117RN76G,36.3130413,59.5262616,14.599,20.908,-81.131,-33.2832,25.378126631220855,-66
b28ba99b8d2a,1024,1,5,5,,36.3130243,59.5262803,1765445093039,Redmi/24117RN76G,36.3130759,59.5262679,8.208,143.871,-81.8287,9.73388,25.378126631220855,-54
b28ba99b8d2a,1025,1,5,5,,36.3130243,59.5262803,1765445094048,Redmi/24117RN76G,36.3130759,59.5262679,8.208,163.154,-79.0603,7.25586,25.378126631220855,-54
b28ba99b8d2a,1026,1,5,5,,36.3130243,59.5262803,1765445098096,Redmi/24117RN76G,36.3130952,59.5262688,7.346,190.543,-81.6771,5.6737,25.378126631220855,-56
b28ba99b8d2a,1027,1,5,5,,36.3130243,59.5262803,1765445099107,Redmi/24117RN76G,36.3130952,59.5262688,7.346,176.405,-82.1749,-7.56602,25.378126631220855,-56
b28ba99b8d2a,1028,1,5,5,,36.3130243,59.5262803,1765445105176,Redmi/24117RN76G,36.3130281,59.526322,3.533,246.401,-82.4899,-0.364835,25.378126631220855,-61
b28ba99b8d2a,1029,1,5,5,,36.3130243,59.5262803,1765445106186,Redmi/24117RN76G,36.3130281,59.526322,3.533,272.97,-81.9659,-0.646349,25.378126631220855,-61
b28ba99b8d2a,1030,1,5,5,,36.3130243,59.5262803,1765445112283,Redmi/24117RN76G,36.3130427,59.5262662,3.533,311.709,-81.8251,9.57109,25.378126631220855,-63
b28ba99b8d2a,1031,1,5,5,,36.3130243,59.5262803,1765445113292,Redmi/24117RN76G,36.3130427,59.5262662,3.533,356.021,-80.1803,19.6075,25.378126631220855,-63
b28ba99b8d2a,2418,1,5,5,,36.3130298,59.5262794,1766045368622,HONOR/ALI-NX1,36.3128672,59.5263482,12.63,155.996,-34.9698,-2.05041,25.98746782809556,-55
b28ba99b8d2a,2419,1,5,5,,36.3130298,59.5262794,1766045374677,HONOR/ALI-NX1,36.3129626,59.5263119,15.052,169.244,-87.359,-51.5194,25.98746782809556,-54
b28ba99b8d2a,2420,1,5,5,,36.3130298,59.5262794,1766045382762,HONOR/ALI-NX1,36.3129893,59.5263836,15.934,350.972,-83.8121,-20.2193,25.98746782809556,-66
b28ba99b8d2a,2421,1,5,5,,36.3130298,59.5262794,1766045390854,HONOR/ALI-NX1,36.3130445,59.5263219,12.934,147.902,-41.3558,-2.58863,25.98746782809556,-59
b28ba99b8d2a,2422,1,5,5,,36.3130298,59.5262794,1766045394887,HONOR/ALI-NX1,36.3128064,59.5264104,16.2,168.557,-48.4771,3.18117,25.98746782809556,-63
b28ba99b8d2a,1032,1,5,5,,36.313041,59.5262735,1765445125445,Redmi/24117RN76G,36.3130738,59.5263074,3.433,358.121,-81.3365,8.18342,27.331785883169054,-66
b28ba99b8d2a,1033,1,5,5,,36.313041,59.5262735,1765445126452,Redmi/24117RN76G,36.3130738,59.5263074,3.433,3.71043,-84.3007,8.81607,27.331785883169054,-72
b28ba99b8d2a,1034,1,5,5,,36.313041,59.5262735,1765445127466,Redmi/24117RN76G,36.3130738,59.5263074,3.433,348.291,-84.5351,-5.30117,27.331785883169054,-72
b28ba99b8d2a,1035,1,5,5,,36.313041,59.5262735,1765445133535,Redmi/24117RN76G,36.3131191,59.5262733,3.4,133.67,-83.9044,26.236,27.331785883169054,-69
b28ba99b8d2a,1036,1,5,5,,36.313041,59.5262735,1765445134547,Redmi/24117RN76G,36.313133,59.5262701,3.166,126.229,-84.495,17.9293,27.331785883169054,-69
b28ba99b8d2a,1037,1,5,5,,36.313041,59.5262735,1765445140609,Redmi/24117RN76G,36.3130533,59.5263146,3.2,194.28,-83.3858,9.18767,27.331785883169054,-62
b28ba99b8d2a,1038,1,5,5,,36.313041,59.5262735,1765445141622,Redmi/24117RN76G,36.3130533,59.5263146,3.2,190.889,-82.3258,5.39647,27.331785883169054,-62
b28ba99b8d2a,1039,1,5,5,,36.313041,59.5262735,1765445147695,Redmi/24117RN76G,36.3130306,59.5263055,3.3,263.085,-83.9711,-1.84287,27.331785883169054,-70
b28ba99b8d2a,1040,1,5,5,,36.313041,59.5262735,1765445148707,Redmi/24117RN76G,36.3130306,59.5263055,3.3,326.072,-82.2874,12.9415,27.331785883169054,-70
b28ba99b8d2a,2413,1,5,5,,36.3130434,59.5262738,1766045331181,HONOR/ALI-NX1,36.3130092,59.5263045,5.529,165.034,-36.2356,-0.0066757,27.57987967967179,-67
b28ba99b8d2a,2414,1,5,5,,36.3130434,59.5262738,1766045335233,HONOR/ALI-NX1,36.3130092,59.5263078,5.596,246.873,-87.1495,-8.2716,27.57987967967179,-55
b28ba99b8d2a,2415,1,5,5,,36.3130434,59.5262738,1766045344329,HONOR/ALI-NX1,36.3129948,59.5263245,6.384,110.574,-88.6324,28.2617,27.57987967967179,-61
